OrderID,OrderDate,OrderTime,StoreID,EmpID,Items,Revenue,Sales Tax,Total Charge,Payment,CustZipCode
S09926,8/31/2016,12:14:12 PM,Store01,SG59,2,208.00,10.40,218.40,Credit Card,10304
S09927,8/31/2016,12:47:31 PM,Store02,DW50,2,27.39,1.37,28.76,Credit Card,08080
S09928,8/31/2016,1:20:51 PM,Store01,CM38,3,468.38,23.42,491.80,Credit Card,11371
S09929,8/31/2016,1:54:10 PM,Store04,TB22,4,143.48,7.17,150.65,Credit Card,60419
S09930,8/31/2016,2:27:30 PM,Store01,CW22,2,95.98,4.80,100.78,Other,10270
S09931,8/31/2016,2:58:21 PM,Store05,WM89,3,27.00,1.35,28.35,Check,46122
S09932,8/31/2016,3:32:05 PM,Store02,LC90,1,9.00,0.45,9.45,Cash,19103
S09933,8/31/2016,4:04:11 PM,Store01,TW57,3,157.98,7.90,165.88,Credit Card,10535
S09934,8/31/2016,4:35:52 PM,Store05,PP89,2,508.60,25.43,534.03,Credit Card,46234
S09935,8/31/2016,5:07:33 PM,Store05,KD80,1,74.99,3.75,78.74,Cash,46235
S09936,8/31/2016,5:39:38 PM,Store01,SB49,4,365.96,18.30,384.26,Credit Card,11205
S09937,8/31/2016,6:12:08 PM,Store05,RH67,1,43.99,2.20,46.19,Other,81610
S09938,8/31/2016,6:44:38 PM,Store01,LT29,2,311.94,15.60,327.54,Credit Card,11694
S09939,8/31/2016,7:18:23 PM,Store01,KD80,3,1295.99,64.80,1360.79,Credit Card,10040
S09940,8/31/2016,7:49:39 PM,Store02,MM95,3,1487.99,74.40,1562.39,Credit Card,19154
S09941,9/1/2016,9:29:33 AM,Store04,SH92,1,34.20,1.71,35.91,Credit Card,60415
S09942,9/1/2016,10:01:35 AM,Store01,AP74,1,199.95,10.00,209.95,Credit Card,07052
S09943,9/1/2016,10:34:01 AM,Store02,SH32,4,316.00,15.80,331.80,Credit Card,19124
S09944,9/1/2016,11:03:59 AM,Store05,AB28,1,49.80,2.49,52.29,Check,46237
S09945,9/1/2016,11:33:07 AM,Store04,JW86,2,304.98,15.25,320.23,Check,60646
S09946,9/1/2016,12:05:33 PM,Store05,KA47,1,27.99,1.40,29.39,Credit Card,46278
S09947,9/1/2016,12:35:56 PM,Store05,NE86,2,59.98,3.00,62.98,Credit Card,47272
S09948,9/1/2016,1:08:22 PM,Store02,NE86,1,19.99,1.00,20.99,Credit Card,19083
S09949,9/1/2016,1:40:48 PM,Store05,RL72,5,376.62,18.83,395.45,Credit Card,46235
S09950,9/1/2016,2:11:11 PM,Store05,RC69,2,55.98,2.80,58.78,Other,46229
S09951,9/1/2016,2:41:33 PM,Store05,RM20,4,186.96,9.35,196.31,Check,56368
S09952,9/1/2016,3:12:45 PM,Store04,SY50,1,149.00,7.45,156.45,Credit Card,60069
S09953,9/1/2016,3:45:11 PM,Store02,ED56,1,309.99,15.50,325.49,Credit Card,08075
S09954,9/1/2016,4:17:37 PM,Store04,LT29,1,34.20,1.71,35.91,Credit Card,60513
S09955,9/1/2016,4:48:49 PM,Store04,RC69,1,31.99,1.60,33.59,Other,60651
S09956,9/1/2016,5:20:51 PM,Store01,DR56,2,330.98,16.55,347.53,Check,11579
S09957,9/1/2016,5:51:13 PM,Store05,JK17,6,206.38,10.32,216.70,Credit Card,46268
S09958,9/1/2016,6:23:39 PM,Store01,AB28,3,479.97,24.00,503.97,Credit Card,11357
S09959,9/1/2016,6:53:13 PM,Store03,VB51,1,46.99,2.35,49.34,Credit Card,20500
S09960,9/1/2016,7:22:46 PM,Store04,RF14,1,18.99,0.95,19.94,Cash,60162
S09961,9/1/2016,7:51:55 PM,Store02,CT25,1,209.99,10.50,220.49,Check,08035
S09962,9/2/2016,9:26:57 AM,Store01,JB42,1,29.99,1.50,31.49,Credit Card,10307
S09963,9/2/2016,9:50:36 AM,Store04,PL31,2,125.98,6.30,132.28,Credit Card,60532
S09964,9/2/2016,10:14:16 AM,Store04,RL72,2,299.98,15.00,314.98,Check,60527
S09965,9/2/2016,10:39:59 AM,Store04,NR72,3,396.99,19.85,416.84,Check,60714
S09966,9/2/2016,11:04:52 AM,Store04,OE65,1,229.99,11.50,241.49,Credit Card,60153
S09967,9/2/2016,11:30:10 AM,Store01,SR23,1,68.99,3.45,72.44,Credit Card,07047
S09968,9/2/2016,11:55:28 AM,Store03,AC52,2,284.99,14.25,299.24,Check,22033
S09969,9/2/2016,12:21:36 PM,Store02,SS79,1,279.00,13.95,292.95,Credit Card,19086
S09970,9/2/2016,12:46:05 PM,Store04,VS38,1,179.00,8.95,187.95,Check,60201
S09971,9/2/2016,1:12:12 PM,Store02,RB48,1,279.00,13.95,292.95,Credit Card,19146
S09972,9/2/2016,1:38:45 PM,Store04,KH99,1,49.55,2.48,52.03,Check,60655
S09973,9/2/2016,2:05:41 PM,Store03,SO47,2,186.98,9.35,196.33,Credit Card,20912
S09974,9/2/2016,2:30:35 PM,Store03,AC67,1,33.99,1.70,35.69,Other,24577
S09975,9/2/2016,2:55:04 PM,Store04,BK87,2,344.98,17.25,362.23,Other,60457
S09976,9/2/2016,3:20:22 PM,Store05,LS82,3,344.97,17.25,362.22,Credit Card,46278
S09977,9/2/2016,3:46:54 PM,Store02,VS38,2,339.98,17.00,356.98,Other,80929
S09978,9/2/2016,4:12:37 PM,Store04,HM67,1,24.99,1.25,26.24,Credit Card,60657
S09979,9/2/2016,4:39:34 PM,Store05,DL94,4,373.97,18.70,392.67,Check,46060
S09980,9/2/2016,5:03:13 PM,Store02,FW36,1,46.99,2.35,49.34,Credit Card,19422
S09981,9/2/2016,5:28:32 PM,Store03,RV28,1,34.20,1.71,35.91,Credit Card,21114
S09982,9/2/2016,5:55:28 PM,Store03,JT88,3,284.93,14.25,299.18,Credit Card,20755
S09983,9/2/2016,6:22:01 PM,Store05,SH32,1,29.99,1.50,31.49,Credit Card,95003
S09984,9/2/2016,6:47:19 PM,Store05,RG28,1,209.99,10.50,220.49,Credit Card,46208
S09985,9/2/2016,7:13:02 PM,Store02,BP42,1,199.00,9.95,208.95,Check,19333
S09986,9/2/2016,7:38:45 PM,Store01,JT13,1,64.40,3.22,67.62,Credit Card,08820
S09987,9/3/2016,9:25:16 AM,Store02,EC30,2,558.00,27.90,585.90,Credit Card,74730
S09988,9/3/2016,9:53:00 AM,Store05,LS82,1,159.99,8.00,167.99,Credit Card,46236
S09989,9/3/2016,10:17:52 AM,Store01,MK39,2,105.98,5.30,111.28,Credit Card,10055
S09990,9/3/2016,10:43:08 AM,Store04,WS38,4,635.98,31.80,667.78,Credit Card,60527
S09991,9/3/2016,11:10:27 AM,Store01,MR76,1,279.00,13.95,292.95,Check,11218
S09992,9/3/2016,11:36:58 AM,Store05,GB66,1,75.00,3.75,78.75,Credit Card,46048
S09993,9/3/2016,12:03:28 PM,Store01,KJ71,1,489.00,24.45,513.45,Credit Card,11692
S09994,9/3/2016,12:30:47 PM,Store04,BK87,3,309.97,15.50,325.47,Credit Card,60619
S09995,9/3/2016,12:57:17 PM,Store05,MD46,1,108.00,5.40,113.40,Check,46033
S09996,9/3/2016,1:24:12 PM,Store01,GB66,1,79.00,3.95,82.95,Credit Card,11109
S09997,9/3/2016,1:51:57 PM,Store01,MR28,4,1116.00,55.80,1171.80,Credit Card,11205
S09998,9/3/2016,2:17:13 PM,Store02,JT88,5,477.27,23.86,501.13,Credit Card,19018
S09999,9/3/2016,2:44:57 PM,Store04,PK18,2,161.98,8.10,170.08,Credit Card,60053
S10000,9/3/2016,3:11:27 PM,Store01,TB22,1,59.99,3.00,62.99,Check,11432
S10001,9/3/2016,3:36:19 PM,Store01,CS13,3,120.97,6.05,127.02,Other,10454
S10002,9/3/2016,4:03:13 PM,Store04,SL81,1,309.99,15.50,325.49,Check,60137
S10003,9/3/2016,4:28:29 PM,Store05,KM64,1,24.99,1.25,26.24,Credit Card,46236
S10004,9/3/2016,4:55:00 PM,Store01,LC50,4,761.40,38.07,799.47,Credit Card,11421
S10005,9/3/2016,5:19:51 PM,Store02,CF23,10,2341.90,117.10,2459.00,Credit Card,08043
S10006,9/3/2016,5:45:32 PM,Store04,JI46,1,209.99,10.50,220.49,Credit Card,60620
S10007,9/3/2016,6:11:13 PM,Store02,AM79,2,1254.00,62.70,1316.70,Check,08083
S10008,9/3/2016,6:37:18 PM,Store05,CD65,1,80.99,4.05,85.04,Credit Card,46221
S10009,9/3/2016,7:03:48 PM,Store05,TB27,1,41.99,2.10,44.09,Credit Card,92007
S10010,9/3/2016,7:31:57 PM,Store02,BW60,1,39.99,2.00,41.99,Check,19031
S10011,9/4/2016,9:24:53 AM,Store02,WM89,3,105.97,5.30,111.27,Credit Card,89139
S10012,9/4/2016,9:51:26 AM,Store04,NC86,1,117.85,5.89,123.74,Check,60652
S10013,9/4/2016,10:15:55 AM,Store05,MD59,3,769.48,38.47,807.95,Credit Card,46204
S10014,9/4/2016,10:42:02 AM,Store05,JJ78,3,101.97,5.10,107.07,Check,46237
S10015,9/4/2016,11:06:56 AM,Store02,CS13,1,599.99,30.00,629.99,Other,19066
S10016,9/4/2016,11:31:00 AM,Store02,ME19,5,898.98,44.95,943.93,Credit Card,15049
S10017,9/4/2016,11:55:53 AM,Store05,VW24,1,285.99,14.30,300.29,Credit Card,46239
S10018,9/4/2016,12:21:11 PM,Store01,SB21,2,71.98,3.60,75.58,Credit Card,10543
S10019,9/4/2016,12:47:19 PM,Store04,SO60,4,125.96,6.30,132.26,Credit Card,60605
S10020,9/4/2016,1:14:16 PM,Store05,RH45,3,638.98,31.95,670.93,Credit Card,46256
S10021,9/4/2016,1:39:59 PM,Store05,JC61,2,48.98,2.45,51.43,Credit Card,46280
S10022,9/4/2016,2:05:41 PM,Store05,SL44,1,18.99,0.95,19.94,Check,46168
S10023,9/4/2016,2:31:49 PM,Store03,MC65,1,49.80,2.49,52.29,Credit Card,20902
S10024,9/4/2016,2:57:07 PM,Store05,RH93,4,383.97,19.20,403.17,Other,46268
S10025,9/4/2016,3:22:01 PM,Store03,MK39,1,59.99,3.00,62.99,Check,20607
S10026,9/4/2016,3:48:58 PM,Store04,JC61,3,329.99,16.50,346.49,Other,46327
S10027,9/4/2016,4:12:37 PM,Store02,OE65,2,55.98,2.80,58.78,Credit Card,08096
S10028,9/4/2016,4:37:55 PM,Store03,CM38,1,75.00,3.75,78.75,Credit Card,20017
S10029,9/4/2016,5:01:35 PM,Store02,RP63,4,612.60,30.63,643.23,Credit Card,19112
S10030,9/4/2016,5:28:32 PM,Store01,AC67,1,27.99,1.40,29.39,Credit Card,11233
S10031,9/4/2016,5:52:36 PM,Store01,JH82,2,279.98,14.00,293.98,Credit Card,11581
S10032,9/4/2016,6:19:33 PM,Store04,CB86,2,235.70,11.79,247.49,Credit Card,60636
S10033,9/4/2016,6:46:29 PM,Store04,LG92,1,9.00,0.45,9.45,Check,60631
S10034,9/4/2016,7:10:58 PM,Store02,TM83,5,453.95,22.70,476.65,Credit Card,08056
S10035,9/4/2016,7:37:06 PM,Store03,MM95,1,599.99,30.00,629.99,Check,62985
S10036,9/5/2016,9:32:30 AM,Store01,ML87,1,627.00,31.35,658.35,Credit Card,11256
S10037,9/5/2016,10:05:50 AM,Store04,JW86,1,279.00,13.95,292.95,Credit Card,60612
S10038,9/5/2016,10:37:06 AM,Store01,CC48,1,68.99,3.45,72.44,Credit Card,11210
S10039,9/5/2016,11:10:01 AM,Store03,LH48,4,1014.99,50.75,1065.74,Credit Card,21769
S10040,9/5/2016,11:43:45 AM,Store05,GS28,1,19.99,1.00,20.99,Credit Card,46237
S10041,9/5/2016,12:16:15 PM,Store05,MM24,2,83.69,4.18,87.87,Credit Card,46113
S10042,9/5/2016,12:48:45 PM,Store02,JB26,1,33.99,1.70,35.69,Credit Card,19132
S10043,9/5/2016,1:20:51 PM,Store05,SN94,1,599.99,30.00,629.99,Credit Card,46256
S10044,9/5/2016,1:53:21 PM,Store03,CC24,1,279.00,13.95,292.95,Credit Card,20705
S10045,9/5/2016,2:24:12 PM,Store04,BW61,2,161.98,8.10,170.08,Credit Card,60660
S10046,9/5/2016,2:55:28 PM,Store03,MN66,3,1012.20,50.61,1062.81,Credit Card,20850
S10047,9/5/2016,3:27:09 PM,Store01,SN94,10,1563.97,78.20,1642.17,Credit Card,71459
S10048,9/5/2016,3:58:50 PM,Store03,BP42,2,119.98,6.00,125.98,Check,20777
S10049,9/5/2016,4:31:20 PM,Store01,BP42,1,254.30,12.72,267.02,Credit Card,08837
S10050,9/5/2016,5:05:29 PM,Store04,WM83,1,74.99,3.75,78.74,Check,60616
S10051,9/5/2016,5:38:24 PM,Store02,DR56,1,209.99,10.50,220.49,Check,19079
S10052,9/5/2016,6:11:44 PM,Store01,DR56,1,29.99,1.50,31.49,Credit Card,11423
S10053,9/5/2016,6:45:28 PM,Store02,KF42,3,181.98,9.10,191.08,Check,08090
S10054,9/5/2016,7:18:47 PM,Store02,MB55,1,68.99,3.45,72.44,Check,19150
S10055,9/5/2016,7:50:28 PM,Store02,RH93,3,148.65,7.43,156.08,Check,19124
S10056,9/6/2016,9:27:44 AM,Store02,KD80,2,289.50,14.48,303.98,Credit Card,19081
S10057,9/6/2016,9:54:39 AM,Store03,LS47,1,5.99,0.30,6.29,Cash,19954
S10058,9/6/2016,10:20:45 AM,Store05,CC48,2,1258.00,62.90,1320.90,Check,46032
S10059,9/6/2016,10:47:15 AM,Store03,JW86,1,117.85,5.89,123.74,Credit Card,17042
S10060,9/6/2016,11:14:34 AM,Store01,LG92,1,111.99,5.60,117.59,Credit Card,07608
S10061,9/6/2016,11:42:43 AM,Store02,DR56,1,78.99,3.95,82.94,Credit Card,08027
S10062,9/6/2016,12:09:13 PM,Store05,LF58,3,77.97,3.90,81.87,Check,46239
S10063,9/6/2016,12:35:19 PM,Store05,PD90,1,39.99,2.00,41.99,Credit Card,46123
S10064,9/6/2016,1:00:10 PM,Store05,MG89,2,229.98,11.50,241.48,Check,46226
S10065,9/6/2016,1:27:55 PM,Store04,DL83,1,39.99,2.00,41.99,Check,60402
S10066,9/6/2016,1:55:39 PM,Store02,JI58,3,107.28,5.36,112.64,Credit Card,19176
S10067,9/6/2016,2:23:48 PM,Store05,CR23,2,240.99,12.05,253.04,Check,46219
S10068,9/6/2016,2:51:32 PM,Store03,JN12,4,421.38,21.07,442.45,Credit Card,22044
S10069,9/6/2016,3:19:41 PM,Store02,RH93,1,69.99,3.50,73.49,Credit Card,19133
S10070,9/6/2016,3:45:22 PM,Store03,EC30,2,296.85,14.84,311.69,Credit Card,20008
S10071,9/6/2016,4:12:41 PM,Store01,PP89,1,198.00,9.90,207.90,Credit Card,40205
S10072,9/6/2016,4:38:47 PM,Store05,SH32,1,111.99,5.60,117.59,Credit Card,46239
S10073,9/6/2016,5:06:31 PM,Store03,JD45,2,298.00,14.90,312.90,Credit Card,28621
S10074,9/6/2016,5:34:40 PM,Store03,DL94,2,318.99,15.95,334.94,Check,20762
S10075,9/6/2016,6:01:59 PM,Store02,CH12,3,61.79,3.09,64.88,Credit Card,25075
S10076,9/6/2016,6:29:19 PM,Store04,SL81,2,67.98,3.40,71.38,Check,60610
S10077,9/6/2016,6:55:00 PM,Store03,AB28,1,18.99,0.95,19.94,Cash,17229
S10078,9/6/2016,7:22:44 PM,Store05,CM38,1,24.99,1.25,26.24,Credit Card,46060
S10079,9/6/2016,7:50:53 PM,Store01,SP45,2,779.98,39.00,818.98,Credit Card,11237
S10080,9/7/2016,9:28:09 AM,Store04,IW76,1,29.99,1.50,31.49,Credit Card,60616
S10081,9/7/2016,9:55:04 AM,Store05,CT64,2,238.39,11.92,250.31,Credit Card,46201
S10082,9/7/2016,10:23:13 AM,Store02,RG98,1,254.30,12.72,267.02,Check,19444
S10083,9/7/2016,10:48:29 AM,Store04,LS82,4,75.96,3.80,79.76,Credit Card,60629
S10084,9/7/2016,11:15:24 AM,Store01,GS28,2,310.98,15.55,326.53,Credit Card,07670
S10085,9/7/2016,11:43:08 AM,Store04,KB69,3,140.97,7.05,148.02,Credit Card,60104
S10086,9/7/2016,12:09:38 PM,Store02,CS13,1,489.00,24.45,513.45,Credit Card,08031
S10087,9/7/2016,12:37:22 PM,Store05,JC79,1,349.99,17.50,367.49,Credit Card,46260
S10088,9/7/2016,1:02:14 PM,Store02,FW36,3,335.97,16.80,352.77,Credit Card,08032
S10089,9/7/2016,1:27:05 PM,Store04,JT13,2,110.98,5.55,116.53,Credit Card,60476
S10090,9/7/2016,1:53:11 PM,Store01,EG59,6,639.50,31.98,671.48,Credit Card,07083
S10091,9/7/2016,2:19:41 PM,Store04,DD29,2,49.98,2.50,52.48,Credit Card,46524
S10092,9/7/2016,2:46:36 PM,Store02,PP89,2,179.98,9.00,188.98,Check,35594
S10093,9/7/2016,3:13:06 PM,Store02,RH93,1,39.99,2.00,41.99,Credit Card,19127
S10094,9/7/2016,3:40:01 PM,Store02,JP28,1,14.70,0.74,15.44,Cash,08035
S10095,9/7/2016,4:07:20 PM,Store05,MD59,3,74.97,3.75,78.72,Check,46214
S10096,9/7/2016,4:32:36 PM,Store04,NH48,2,123.89,6.19,130.08,Credit Card,61011
S10097,9/7/2016,4:59:07 PM,Store04,BK87,1,229.99,11.50,241.49,Credit Card,60194
S10098,9/7/2016,5:25:12 PM,Store02,SG59,1,627.00,31.35,658.35,Check,19123
S10099,9/7/2016,5:51:17 PM,Store04,EG59,1,599.99,30.00,629.99,Credit Card,60155
S10100,9/7/2016,6:18:12 PM,Store03,SP45,1,353.40,17.67,371.07,Credit Card,28570
S10101,9/7/2016,6:43:53 PM,Store01,RH93,2,162.94,8.15,171.09,Credit Card,07606
S10102,9/7/2016,7:09:59 PM,Store02,SC47,1,19.99,1.00,20.99,Credit Card,08109
S10103,9/7/2016,7:36:53 PM,Store02,CH85,1,11.90,0.60,12.50,Cash,19046
S10104,9/8/2016,9:32:30 AM,Store05,WD82,2,35.69,1.78,37.47,Credit Card,46217
S10105,9/8/2016,10:03:22 AM,Store05,JK28,1,27.99,1.40,29.39,Credit Card,46208
S10106,9/8/2016,10:36:41 AM,Store01,RW44,1,42.99,2.15,45.14,Credit Card,12788
S10107,9/8/2016,11:10:50 AM,Store05,SD27,1,68.99,3.45,72.44,Credit Card,46259
S10108,9/8/2016,11:42:06 AM,Store03,TK96,1,285.99,14.30,300.29,Credit Card,20770
S10109,9/8/2016,12:15:26 PM,Store04,KG79,1,24.99,1.25,26.24,Check,60606
S10110,9/8/2016,12:46:17 PM,Store04,JM15,5,279.95,14.00,293.95,Check,46312
S10111,9/8/2016,1:18:47 PM,Store02,LH48,2,105.98,5.30,111.28,Credit Card,19075
S10112,9/8/2016,1:52:07 PM,Store01,SG59,2,114.00,5.70,119.70,Credit Card,11565
S10113,9/8/2016,2:25:26 PM,Store01,LS47,1,43.99,2.20,46.19,Credit Card,07631
S10114,9/8/2016,2:59:35 PM,Store04,NK68,2,68.40,3.42,71.82,Credit Card,53089
S10115,9/8/2016,3:32:55 PM,Store01,EW48,4,919.96,46.00,965.96,Credit Card,07087
S10116,9/8/2016,4:05:50 PM,Store03,GB66,3,292.97,14.65,307.62,Credit Card,17034
S10117,9/8/2016,4:39:09 PM,Store02,RG98,4,760.97,38.05,799.02,Credit Card,08045
S10118,9/8/2016,5:11:15 PM,Store03,SS79,1,309.99,15.50,325.49,Credit Card,21737
S10119,9/8/2016,5:42:56 PM,Store03,JK28,3,56.97,2.85,59.82,Credit Card,20906
S10120,9/8/2016,6:15:01 PM,Store01,VW24,1,198.00,9.90,207.90,Credit Card,10176
S10121,9/8/2016,6:48:45 PM,Store01,NC13,2,134.99,6.75,141.74,Credit Card,07102
S10122,9/8/2016,7:20:51 PM,Store01,LM13,2,83.98,4.20,88.18,Credit Card,11233
S10123,9/8/2016,7:54:35 PM,Store01,JD87,1,179.50,8.98,188.48,Credit Card,10158
S10124,9/9/2016,9:26:57 AM,Store03,RO81,2,279.98,14.00,293.98,Credit Card,20906
S10125,9/9/2016,9:53:04 AM,Store05,NC86,1,37.99,1.90,39.89,Credit Card,46259
S10126,9/9/2016,10:19:37 AM,Store04,PC94,1,27.99,1.40,29.39,Credit Card,60646
S10127,9/9/2016,10:44:05 AM,Store01,CB86,2,37.98,1.90,39.88,Credit Card,78644
S10128,9/9/2016,11:10:38 AM,Store04,NW60,3,102.60,5.13,107.73,Credit Card,60076
S10129,9/9/2016,11:34:42 AM,Store05,CF23,3,363.97,18.20,382.17,Credit Card,46259
S10130,9/9/2016,11:59:11 AM,Store01,JD91,2,459.98,23.00,482.98,Check,10151
S10131,9/9/2016,12:24:53 PM,Store01,JC24,6,2106.00,105.30,2211.30,Credit Card,10281
S10132,9/9/2016,12:51:01 PM,Store04,OE65,5,204.97,10.25,215.22,Credit Card,60631
S10133,9/9/2016,1:14:40 PM,Store02,AC52,1,627.00,31.35,658.35,Credit Card,08051
S10134,9/9/2016,1:38:45 PM,Store02,AC52,1,209.99,10.50,220.49,Credit Card,19110
S10135,9/9/2016,2:04:27 PM,Store04,AC67,5,129.95,6.50,136.45,Credit Card,60609
S10136,9/9/2016,2:30:35 PM,Store02,BK87,2,102.98,5.15,108.13,Other,08030
S10137,9/9/2016,2:54:14 PM,Store03,MM20,1,68.99,3.45,72.44,Credit Card,21040
S10138,9/9/2016,3:18:19 PM,Store01,NC13,3,206.97,10.35,217.32,Credit Card,11220
S10139,9/9/2016,3:45:15 PM,Store02,NK68,4,1677.60,83.88,1761.48,Credit Card,08105
S10140,9/9/2016,4:10:09 PM,Store05,WL96,1,144.75,7.24,151.99,Credit Card,46231
S10141,9/9/2016,4:37:06 PM,Store01,EW43,1,269.99,13.50,283.49,Credit Card,11096
S10142,9/9/2016,5:00:45 PM,Store03,JW86,1,179.00,8.95,187.95,Credit Card,20784
S10143,9/9/2016,5:24:49 PM,Store01,EC30,7,809.97,40.50,850.47,Credit Card,10121
S10144,9/9/2016,5:50:57 PM,Store05,NE86,1,68.99,3.45,72.44,Credit Card,46227
S10145,9/9/2016,6:17:04 PM,Store04,DB97,1,33.99,1.70,35.69,Credit Card,60126
S10146,9/9/2016,6:42:23 PM,Store03,JC79,2,148.39,7.42,155.81,Check,20895
S10147,9/9/2016,7:06:02 PM,Store04,MM95,1,229.99,11.50,241.49,Credit Card,60521
S10148,9/9/2016,7:30:31 PM,Store01,MC26,1,383.40,19.17,402.57,Credit Card,11234
S10149,9/10/2016,9:23:47 AM,Store05,TS47,2,257.84,12.89,270.73,Credit Card,46220
S10150,9/10/2016,9:47:59 AM,Store03,VS38,3,248.38,12.42,260.80,Credit Card,20895
S10151,9/10/2016,10:13:49 AM,Store05,GW33,3,433.38,21.67,455.05,Credit Card,46227
S10152,9/10/2016,10:38:50 AM,Store01,JM47,1,49.55,2.48,52.03,Credit Card,11373
S10153,9/10/2016,11:02:37 AM,Store04,JH82,4,299.96,15.00,314.96,Credit Card,60305
S10154,9/10/2016,11:26:24 AM,Store01,MW25,1,8.40,0.42,8.82,Cash,11563
S10155,9/10/2016,11:50:36 AM,Store03,DH74,2,102.98,5.15,108.13,Credit Card,22041
S10156,9/10/2016,12:15:12 PM,Store03,EW48,3,626.98,31.35,658.33,Credit Card,20783
S10157,9/10/2016,12:39:49 PM,Store01,CR46,1,629.00,31.45,660.45,Credit Card,11104
S10158,9/10/2016,1:05:15 PM,Store05,JC86,2,69.98,3.50,73.48,Check,46241
S10159,9/10/2016,1:29:26 PM,Store05,NF75,3,225.00,11.25,236.25,Other,46202
S10160,9/10/2016,1:53:13 PM,Store05,GB66,1,68.99,3.45,72.44,Check,46229
S10161,9/10/2016,2:16:36 PM,Store03,PB26,1,39.99,2.00,41.99,Credit Card,20017
S10162,9/10/2016,2:40:23 PM,Store05,WD82,1,139.99,7.00,146.99,Check,46052
S10163,9/10/2016,3:03:45 PM,Store04,CT64,3,80.97,4.05,85.02,Credit Card,60634
S10164,9/10/2016,3:27:32 PM,Store05,MC26,1,18.99,0.95,19.94,Cash,46224
S10165,9/10/2016,3:52:58 PM,Store05,AC89,2,389.98,19.50,409.48,Credit Card,46131
S10166,9/10/2016,4:17:34 PM,Store04,NL87,2,41.98,2.10,44.08,Check,60043
S10167,9/10/2016,4:41:21 PM,Store05,JM71,1,34.20,1.71,35.91,Credit Card,91773
S10168,9/10/2016,5:05:08 PM,Store01,AP74,2,150.00,7.50,157.50,Credit Card,07757
S10169,9/10/2016,5:29:20 PM,Store01,NE86,1,30.99,1.55,32.54,Credit Card,10473
S10170,9/10/2016,5:54:21 PM,Store03,HS21,1,235.00,11.75,246.75,Credit Card,20769
S10171,9/10/2016,6:18:33 PM,Store02,EW48,3,179.97,9.00,188.97,Credit Card,19109
S10172,9/10/2016,6:41:06 PM,Store05,VW24,2,227.15,11.36,238.51,Credit Card,46268
S10173,9/10/2016,7:06:56 PM,Store05,VS38,1,629.00,31.45,660.45,Credit Card,46222
S10174,9/10/2016,7:32:47 PM,Store02,SF12,10,1207.35,60.37,1267.72,Credit Card,19027
S10175,9/11/2016,9:27:35 AM,Store05,JC24,4,256.99,12.85,269.84,Credit Card,46184
S10176,9/11/2016,9:55:10 AM,Store04,LS25,3,343.97,17.20,361.17,Credit Card,38039
S10177,9/11/2016,10:23:35 AM,Store02,MR55,2,459.98,23.00,482.98,Other,19142
S10178,9/11/2016,10:53:13 AM,Store01,SN94,3,419.97,21.00,440.97,Credit Card,10027
S10179,9/11/2016,11:23:41 AM,Store02,RB48,1,27.30,1.37,28.67,Credit Card,19090
S10180,9/11/2016,11:52:05 AM,Store02,MB11,2,189.99,9.50,199.49,Check,08029
S10181,9/11/2016,12:20:54 PM,Store05,WS38,4,1497.98,74.90,1572.88,Credit Card,76827
S10182,9/11/2016,12:51:47 PM,Store05,CG40,1,39.99,2.00,41.99,Credit Card,46107
S10183,9/11/2016,1:19:22 PM,Store03,LF58,2,280.98,14.05,295.03,Check,20124
S10184,9/11/2016,1:49:25 PM,Store03,DM79,1,179.99,9.00,188.99,Credit Card,22046
S10185,9/11/2016,2:18:14 PM,Store04,DS40,1,12.99,0.65,13.64,Check,60622
S10186,9/11/2016,2:45:49 PM,Store02,MK39,2,99.60,4.98,104.58,Credit Card,19050
S10187,9/11/2016,3:15:53 PM,Store01,CH30,1,46.99,2.35,49.34,Credit Card,21648
S10188,9/11/2016,3:46:45 PM,Store05,LS14,3,284.59,14.23,298.82,Credit Card,46226
S10189,9/11/2016,4:14:20 PM,Store01,JH71,3,649.97,32.50,682.47,Other,07028
S10190,9/11/2016,4:43:59 PM,Store01,CM38,1,149.50,7.48,156.98,Check,07003
S10191,9/11/2016,5:14:02 PM,Store01,MM95,2,49.98,2.50,52.48,Check,11702
S10192,9/11/2016,5:41:37 PM,Store04,LS47,1,5.99,0.30,6.29,Cash,78201
S10193,9/11/2016,6:09:37 PM,Store03,CH85,1,28.15,1.41,29.56,Check,85260
S10194,9/11/2016,6:37:12 PM,Store03,CD93,1,80.99,4.05,85.04,Credit Card,19709
S10195,9/11/2016,7:08:04 PM,Store01,EW43,2,627.98,31.40,659.38,Credit Card,07628
S10196,9/11/2016,7:38:08 PM,Store05,NF75,2,279.98,14.00,293.98,Credit Card,46254
S10197,9/12/2016,9:27:24 AM,Store01,JJ78,1,59.99,3.00,62.99,Credit Card,10019
S10198,9/12/2016,9:56:02 AM,Store01,KJ71,1,489.00,24.45,513.45,Other,07087
S10199,9/12/2016,10:23:50 AM,Store02,PD90,3,74.97,3.75,78.72,Credit Card,08002
S10200,9/12/2016,10:53:17 AM,Store02,NK68,2,112.40,5.62,118.02,Credit Card,08066
S10201,9/12/2016,11:20:16 AM,Store03,RH45,3,514.98,25.75,540.73,Credit Card,20016
S10202,9/12/2016,11:48:29 AM,Store04,DS40,2,470.00,23.50,493.50,Credit Card,60463
